Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.02      12/12          double BenchmarkRunner::runBenchmark<testSortingAlgorithms()::{lambda()#2}>(testSortingAlgorithms()::{lambda()#2}, int) [20]
[19]     1.8    0.00    0.02      12         testSortingAlgorithms()::{lambda()#2}::operator()() const [19]
                0.00    0.01      12/26          DataProcessor::loadData(int) [15]
                0.00    0.01      12/13          DataProcessor::efficientSort() [34]
-----------------------------------------------
                0.00    0.02       2/2           testSortingAlgorithms() [2]
[20]     1.8    0.00    0.02       2         double BenchmarkRunner::runBenchmark<testSortingAlgorithms()::{lambda()#2}>(testSortingAlgorithms()::{lambda()#2}, int) [20]
                0.00    0.02      12/12          testSortingAlgorithms()::{lambda()#2}::operator()() const [19]
                0.00    0.00      10/70          std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [228]
                0.00    0.00      10/70          std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [224]
                0.00    0.00      10/70          std::chrono::duration<long, std::ratio<1l, 1000000l> >::count() const [223]
                0.00    0.00      10/94          std::vector<double, std::allocator<double> >::push_back(double&&) [212]
                0.00    0.00       2/14          std::vector<double, std::allocator<double> >::clear() [289]
                0.00    0.00       2/14          std::vector<double, std::allocator<double> >::reserve(unsigned long) [290]
                0.00    0.00       2/28          BenchmarkRunner::getAverageTime() const [252]
-----------------------------------------------
                0.00    0.02       6/6           testIOPerformance()::{lambda()#4}::operator()() const [24]
[21]     1.2    0.00    0.02       6         IOAnalyzer::efficientFileRead(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [21]
                0.00    0.01   60000/130000      std::vector<int, std::allocator<int> >::push_back(int const&) [14]
                0.00    0.00       6/17          std::vector<int, std::allocator<int> >::vector() [283]
                0.00    0.00       6/6           std::istreambuf_iterator<char, std::char_traits<char> >::istreambuf_iterator() [321]
                0.00    0.00       6/6           std::istreambuf_iterator<char, std::char_traits<char> >::istreambuf_iterator(std::istream&) [322]
                0.00    0.00       6/6           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::istreambuf_iterator<char, std::char_traits<char> >, void>(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, std::allocator<char> const&) [324]
                0.00    0.00       6/60071       std::__new_allocator<char>::~__new_allocator() [131]
                0.00    0.00       6/6           std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [325]
-----------------------------------------------
                0.00    0.02       6/6           testIOPerformance()::{lambda()#3}::operator()() const [23]
[22]     1.2    0.00    0.02       6         IOAnalyzer::inefficientFileRead(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [22]
                0.00    0.01   60000/130000      std::vector<int, std::allocator<int> >::push_back(int const&) [14]
                0.00    0.00       6/17          std::vector<int, std::allocator<int> >::vector() [283]
-----------------------------------------------
                0.00    0.02       6/6           double BenchmarkRunner::runBenchmark<testIOPerformance()::{lambda()#3}>(testIOPerformance()::{lambda()#3}, int) [25]
[23]     1.2    0.00    0.02       6         testIOPerformance()::{lambda()#3}::operator()() const [23]
                0.00    0.02       6/6           IOAnalyzer::inefficientFileRead(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [22]
                0.00    0.00       6/65          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [232]
                0.00    0.00       6/60071       std::__new_allocator<char>::~__new_allocator() [131]
                0.00    0.00       6/520         std::vector<int, std::allocator<int> >::~vector() [165]
-----------------------------------------------
                0.00    0.02       6/6           double BenchmarkRunner::runBenchmark<testIOPerformance()::{lambda()#4}>(testIOPerformance()::{lambda()#4}, int) [26]
[24]     1.2    0.00    0.02       6         testIOPerformance()::{lambda()#4}::operator()() const [24]
                0.00    0.02       6/6           IOAnalyzer::efficientFileRead(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [21]
                0.00    0.00       6/65          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [232]
                0.00    0.00       6/60071       std::__new_allocator<char>::~__new_allocator() [131]
                0.00    0.00       6/520         std::vector<int, std::allocator<int> >::~vector() [165]
-----------------------------------------------
                0.00    0.02       1/1           testIOPerformance() [13]
[25]     1.2    0.00    0.02       1         double BenchmarkRunner::runBenchmark<testIOPerformance()::{lambda()#3}>(testIOPerformance()::{lambda()#3}, int) [25]
                0.00    0.02       6/6           testIOPerformance()::{lambda()#3}::operator()() const [23]
                0.00    0.00       5/70          std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [228]
                0.00    0.00       5/70          std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [224]
                0.00    0.00       5/70          std::chrono::duration<long, std::ratio<1l, 1000000l> >::count() const [223]
                0.00    0.00       5/94          std::vector<double, std::allocator<double> >::push_back(double&&) [212]
                0.00    0.00       1/14          std::vector<double, std::allocator<double> >::clear() [289]
                0.00    0.00       1/14          std::vector<double, std::allocator<double> >::reserve(unsigned long) [290]
                0.00    0.00       1/28          BenchmarkRunner::getAverageTime() const [252]
-----------------------------------------------
                0.00    0.02       1/1           testIOPerformance() [13]
[26]     1.2    0.00    0.02       1         double BenchmarkRunner::runBenchmark<testIOPerformance()::{lambda()#4}>(testIOPerformance()::{lambda()#4}, int) [26]
                0.00    0.02       6/6           testIOPerformance()::{lambda()#4}::operator()() const [24]
                0.00    0.00       5/70          std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [228]
                0.00    0.00       5/70          std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [224]
                0.00    0.00       5/70          std::chrono::duration<long, std::ratio<1l, 1000000l> >::count() const [223]
                0.00    0.00       5/94          std::vector<double, std::allocator<double> >::push_back(double&&) [212]
                0.00    0.00       1/14          std::vector<double, std::allocator<double> >::clear() [289]
                0.00    0.00       1/14          std::vector<double, std::allocator<double> >::reserve(unsigned long) [290]
                0.00    0.00       1/28          BenchmarkRunner::getAverageTime() const [252]
-----------------------------------------------
                0.01    0.00       6/6           testCachePerformance()::{lambda()#1}::operator()() const [28]
[27]     0.8    0.01    0.00       6         CacheAnalyzer::cacheUnfriendlyMatrixSum(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [27]
                0.00    0.00 1500000/912418689     std::vector<int, std::allocator<int> >::operator[](unsigned long) [7]
                0.00    0.00       6/304649226     std::vector<int, std::allocator<int> >::size() const [8]
                0.00    0.00 1500012/4753012     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [102]
                0.00    0.00       6/6           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::empty() const [320]
                0.00    0.00       6/18          std::vector<int, std::allocator<int> >::empty() const [280]
                0.00    0.00       6/3012        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [144]
-----------------------------------------------
                0.00    0.01       6/6           double BenchmarkRunner::runBenchmark<testCachePerformance()::{lambda()#1}>(testCachePerformance()::{lambda()#1}, int) [29]
